system   D            wsystem.c:583  maybe_parent_dir                 [   0.03011] Also searching C:\Users\Marcin\Documents\SGD\lab\Maze2\
display  D   display_settings.c:486  _al_score_display_settings       [   0.14786] Score is : 641
display  D   display_settings.c:486  _al_score_display_settings       [   0.14788] Score is : 609
display  D   display_settings.c:486  _al_score_display_settings       [   0.14789] Score is : 598
display  D   display_settings.c:486  _al_score_display_settings       [   0.14791] Score is : 593
display  D   display_settings.c:486  _al_score_display_settings       [   0.14795] Score is : 589
display  D   display_settings.c:486  _al_score_display_settings       [   0.14796] Score is : 587
display  D   display_settings.c:486  _al_score_display_settings       [   0.14798] Score is : 586
display  D   display_settings.c:486  _al_score_display_settings       [   0.14800] Score is : 585
display  D   display_settings.c:357  _al_score_display_settings       [   0.14802] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14803] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14805] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14807] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14808] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14809] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14811] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14812] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14813] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14815] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14816] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14818] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14820] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14822] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14823] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14825] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14827] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14828] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14830] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14832] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14834] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14835] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14837] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14838] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14840] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14841] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14843] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14844] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14846] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14848] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14849] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14851] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14853] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14854] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14856] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14858] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14859] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14860] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14862] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14863] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14864] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14866] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14867] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14869] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14870] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14872] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14874] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14875] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14877] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14879] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14880] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14882] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14884] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14885] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14886] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14888] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14889] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14891] Single Buffer requirement not met.
display  D   display_settings.c:357  _al_score_display_settings       [   0.14892] Single Buffer requirement not met.
